tcp-traceroute from 192.168.100.4 to 104.20.67.46
 5  116.71.134.65  3.024 ms ICMP
 6  221.120.223.53  5.161 ms ICMP
 7  221.120.254.18  23.361 ms ICMP
 8  202.125.128.163  21.321 ms ICMP
 9  93.186.129.216  121.542 ms ICMP
10  195.22.208.73  160.823 ms ICMP
11  130.117.15.37  149.580 ms ICMP
12  154.54.56.189  150.478 ms ICMP
13  130.117.0.121  152.080 ms ICMP
14  130.117.1.10  152.301 ms ICMP
15  149.11.39.18  153.974 ms ICMP
16  104.254.83.112  152.016 ms [SYN-ACK]
tcp-traceroute from 192.168.100.4 to 31.210.170.200
 1  192.168.100.1  0.827 ms ICMP
 2  202.163.124.100  2.287 ms ICMP
 3  *
 4  202.163.124.57  2.714 ms ICMP
 5  116.71.134.65  2.691 ms ICMP
 6  221.120.223.57  4.069 ms ICMP
 7  221.120.254.49  25.401 ms ICMP
 8  202.125.128.163  22.955 ms ICMP
 9  195.22.197.164  120.244 ms ICMP
10  195.22.196.71  149.226 ms ICMP
11  195.22.192.173  159.154 ms ICMP
12  109.236.95.138  159.806 ms ICMP
13  109.236.95.229  155.297 ms ICMP
14  31.210.170.200  153.368 ms [SYN-ACK]
tcp-traceroute from 192.168.100.4 to 108.61.7.86
 1  192.168.100.1  0.879 ms ICMP
 2  202.163.124.100  2.558 ms ICMP
 3  *
 4  202.163.124.57  2.794 ms ICMP
 5  116.71.134.65  2.806 ms ICMP
 6  221.120.223.57  5.166 ms ICMP
 7  221.120.254.49  25.823 ms ICMP
 8  202.125.128.163  23.914 ms ICMP
 9  195.22.197.164  123.157 ms ICMP
10  195.22.208.117  148.945 ms ICMP
11  *
12  *
13  4.15.213.214  222.061 ms ICMP
14  108.61.2.89  246.922 ms ICMP
15  108.61.30.102  226.405 ms ICMP
16  64.237.39.130  284.808 ms ICMP
17  108.61.7.86  219.595 ms [SYN-ACK]
tcp-traceroute from 192.168.100.4 to 114.251.242.129
 1  192.168.100.1  0.922 ms ICMP
 2  202.163.124.100  3.192 ms ICMP
 3  192.168.146.53  11.004 ms ICMP
 4  202.163.124.57  2.793 ms ICMP
 5  116.71.134.65  2.870 ms ICMP
 6  221.120.223.53  3.335 ms ICMP
 7  221.120.254.18  29.704 ms ICMP
 8  221.120.248.6  26.727 ms ICMP
 9  116.51.27.49  107.481 ms ICMP
10  129.250.7.18  103.858 ms ICMP
11  129.250.4.34  106.490 ms ICMP
12  129.250.2.67  168.837 ms ICMP
13  129.250.7.33  167.026 ms ICMP
14  219.158.34.153  258.926 ms ICMP
15  219.158.16.77  258.185 ms ICMP
16  219.158.5.145  266.976 ms ICMP
17  *
18  *
19  *
20  124.65.239.174  268.319 ms ICMP
21  114.251.242.129  281.381 ms [SYN-ACK]
tcp-traceroute from 192.168.100.4 to 104.25.94.27
 1  192.168.100.1  0.977 ms ICMP
 2  202.163.124.100  3.224 ms ICMP
 3  *
 4  202.163.124.57  2.809 ms ICMP
 5  116.71.134.65  2.613 ms ICMP
 6  221.120.223.57  4.856 ms ICMP
 7  221.120.254.49  24.013 ms ICMP
 8  221.120.251.88  20.619 ms ICMP
 9  221.120.200.3  21.904 ms ICMP
10  104.25.94.27  24.349 ms [SYN-ACK]
tcp-traceroute from 192.168.100.4 to 42.156.141.13
 1  192.168.100.1  0.778 ms ICMP
 2  202.163.124.100  2.350 ms ICMP
 3  192.168.146.53  6.323 ms ICMP
 4  202.163.124.57  2.593 ms ICMP
 5  116.71.134.65  2.863 ms ICMP
 6  221.120.223.57  5.836 ms ICMP
 7  221.120.254.49  24.707 ms ICMP
 8  221.120.248.43  22.911 ms ICMP
 9  93.186.129.214  121.765 ms ICMP
10  195.22.211.104  153.732 ms ICMP
11  89.221.34.147  154.874 ms ICMP
12  202.97.95.205  268.126 ms ICMP
13  *
14  202.97.24.249  263.950 ms ICMP
15  202.97.26.18  264.611 ms ICMP
16  220.191.200.130  269.277 ms ICMP
17  122.224.214.74  270.074 ms ICMP
18  *
19  42.156.144.10  268.858 ms ICMP
20  42.156.141.13  271.425 ms [SYN-ACK]
tcp-traceroute from 192.168.100.4 to 14.152.86.35
 1  192.168.100.1  0.836 ms ICMP
 2  202.163.124.100  2.244 ms ICMP
 3  192.168.146.53  78.754 ms ICMP
 4  202.163.124.57  2.520 ms ICMP
 5  116.71.134.65  2.786 ms ICMP
 6  221.120.223.53  7.172 ms ICMP
 7  221.120.254.18  29.029 ms ICMP
 8  202.125.128.134  28.907 ms ICMP
 9  93.186.129.176  123.675 ms ICMP
10  195.22.195.25  305.719 ms ICMP
11  195.22.206.170  313.813 ms ICMP
12  202.97.60.249  348.349 ms ICMP
13  *
14  *
15  *
16  *
17  *
18  *
19  *
20  *
21  *
22  *
23  *
24  *
25  *
26  *
27  *
tcp-traceroute from 192.168.100.4 to 222.73.244.31
 1  192.168.100.1  0.841 ms ICMP
 2  202.163.124.100  2.404 ms ICMP
 3  192.168.146.53  12.496 ms ICMP
 4  202.163.124.57  2.731 ms ICMP
 5  116.71.134.65  3.079 ms ICMP
 6  221.120.223.53  5.342 ms ICMP
 7  221.120.254.18  25.199 ms ICMP
 8  221.120.248.46  23.653 ms ICMP
 9  116.51.26.61  99.957 ms ICMP
10  129.250.7.20  109.170 ms ICMP
11  129.250.4.54  123.047 ms ICMP
12  129.250.2.243  169.910 ms ICMP
13  129.250.2.154  185.270 ms ICMP
14  129.250.66.90  273.009 ms ICMP
15  202.97.81.141  272.949 ms ICMP
16  202.97.94.181  276.201 ms ICMP
17  *
18  101.95.207.18  300.606 ms ICMP
19  124.74.232.242  276.532 ms ICMP
20  124.74.184.77  276.874 ms ICMP
21  *
22  *
23  *
24  *
25  *
26  *
27  *
28  *
29  *
30  *
31  *
32  *
33  *
34  *
35  *
tcp-traceroute from 192.168.100.4 to 104.37.245.166
 1  192.168.100.1  0.942 ms ICMP
 2  202.163.124.100  2.424 ms ICMP
 3  *
 4  202.163.124.57  3.010 ms ICMP
 5  116.71.134.65  3.118 ms ICMP
 6  221.120.223.57  4.053 ms ICMP
 7  221.120.254.49  22.129 ms ICMP
 8  221.120.248.6  23.135 ms ICMP
 9  *
10  4.68.144.162  130.799 ms ICMP
11  89.149.187.182  233.709 ms ICMP
12  *
13  *
14  *
15  *
16  *
17  *
18  *
19  *
20  *
21  *
22  *
23  *
24  *
25  *
26  *
tcp-traceroute from 192.168.100.4 to 104.31.88.244
 1  192.168.100.1  0.850 ms ICMP
 2  202.163.124.100  2.430 ms ICMP
 3  192.168.146.53  6.191 ms ICMP
 4  202.163.124.57  4.139 ms ICMP
 5  116.71.134.65  3.296 ms ICMP
 6  221.120.223.57  2.619 ms ICMP
 7  221.120.254.49  25.126 ms ICMP
 8  221.120.251.88  21.113 ms ICMP
 9  221.120.200.3  22.514 ms ICMP
10  104.31.88.244  21.879 ms [SYN-ACK]
tcp-traceroute from 192.168.100.4 to 119.23.235.51
 1  192.168.100.1  0.913 ms ICMP
 2  202.163.124.100  2.208 ms ICMP
 3  *
 4  202.163.124.57  4.489 ms ICMP
 5  116.71.134.65  2.893 ms ICMP
 6  221.120.223.53  6.203 ms ICMP
 7  221.120.254.18  30.894 ms ICMP
 8  202.125.128.163  20.465 ms ICMP
 9  93.186.142.194  123.324 ms ICMP
10  195.22.211.104  165.272 ms ICMP
11  89.221.34.147  162.908 ms ICMP
12  202.97.58.13  312.718 ms ICMP
13  202.97.94.70  303.451 ms ICMP
14  202.97.91.29  339.218 ms ICMP
15  119.147.220.42  338.300 ms ICMP
16  183.2.182.126  335.253 ms ICMP
17  183.2.180.150  327.669 ms ICMP
18  *
19  42.120.253.14  317.048 ms ICMP
20  *
21  *
22  119.23.235.51  323.594 ms [SYN-ACK]
tcp-traceroute from 192.168.100.4 to 113.105.158.177
 1  192.168.100.1  0.908 ms ICMP
 2  202.163.124.100  2.438 ms ICMP
 3  *
 4  202.163.124.57  3.263 ms ICMP
 5  116.71.134.65  2.826 ms ICMP
 6  221.120.223.53  4.294 ms ICMP
 7  221.120.254.18  23.718 ms ICMP
 8  221.120.248.43  21.333 ms ICMP
 9  195.22.197.164  120.619 ms ICMP
10  195.22.216.201  240.301 ms ICMP
11  218.30.54.106  231.092 ms ICMP
12  202.97.49.177  310.796 ms ICMP
13  202.97.49.137  346.718 ms ICMP
14  *
15  202.97.94.149  343.784 ms ICMP
16  113.96.254.21  346.476 ms ICMP
17  113.105.140.18  392.155 ms ICMP
18  *
19  *
20  *
21  113.105.158.177  346.896 ms [SYN-ACK]
tcp-traceroute from 192.168.100.4 to 104.28.12.7
 1  192.168.100.1  0.901 ms ICMP
 2  202.163.124.100  2.566 ms ICMP
 3  *
 4  202.163.124.57  2.831 ms ICMP
 5  116.71.134.65  3.121 ms ICMP
 6  221.120.223.53  6.062 ms ICMP
 7  221.120.254.18  27.588 ms ICMP
 8  221.120.251.101  24.969 ms ICMP
 9  221.120.200.3  22.933 ms ICMP
10  104.28.12.7  23.823 ms [SYN-ACK]
tcp-traceroute from 192.168.100.4 to 162.159.210.45
 1  192.168.100.1  0.932 ms ICMP
 2  202.163.124.100  2.245 ms ICMP
 3  *
 4  202.163.124.57  3.476 ms ICMP
 5  116.71.134.65  2.924 ms ICMP
 6  221.120.223.53  8.626 ms ICMP
 7  221.120.254.18  27.448 ms ICMP
 8  221.120.251.101  23.961 ms ICMP
 9  221.120.200.3  22.055 ms ICMP
10  162.159.210.45  23.031 ms [SYN-ACK]
tcp-traceroute from 192.168.100.4 to 192.0.78.12
 1  192.168.100.1  0.789 ms ICMP
 2  202.163.124.100  2.232 ms ICMP
 3  *
 4  202.163.124.57  2.861 ms ICMP
 5  116.71.134.65  2.979 ms ICMP
 6  221.120.223.57  5.555 ms ICMP
 7  221.120.254.49  28.647 ms ICMP
 8  202.125.128.134  26.428 ms ICMP
 9  221.120.251.119  113.685 ms ICMP
10  27.111.228.209  110.732 ms ICMP
11  *
12  *
13  *
14  *
15  *
16  *
17  *
18  *
19  *
20  *
21  *
22  *
23  *
24  *
25  *
tcp-traceroute from 192.168.100.4 to 200.74.193.27
 1  192.168.100.1  89.741 ms ICMP
 2  202.163.124.100  2.398 ms ICMP
 3  *
 4  202.163.124.57  4.029 ms ICMP
 5  116.71.134.65  2.765 ms ICMP
 6  221.120.223.53  3.210 ms ICMP
 7  221.120.254.18  26.392 ms ICMP
 8  221.120.248.43  24.044 ms ICMP
 9  *
10  80.249.209.150  155.830 ms ICMP
11  184.105.213.66  165.708 ms ICMP
12  72.52.92.198  171.460 ms ICMP
13  184.105.65.245  226.386 ms ICMP
14  72.52.92.101  229.415 ms ICMP
15  206.82.104.44  232.384 ms ICMP
16  200.16.68.244  251.500 ms ICMP
17  200.16.71.2  282.004 ms ICMP
18  200.74.216.59  282.677 ms ICMP
19  *
20  200.74.193.27  282.063 ms ICMP
tcp-traceroute from 192.168.100.4 to 94.182.146.249
 1  192.168.100.1  0.778 ms ICMP
 2  202.163.124.100  2.401 ms ICMP
 3  192.168.146.53  15.076 ms ICMP
 4  202.163.124.57  2.739 ms ICMP
 5  116.71.134.65  2.810 ms ICMP
 6  221.120.223.53  6.411 ms ICMP
 7  221.120.254.18  23.976 ms ICMP
 8  221.120.248.43  23.127 ms ICMP
 9  93.186.129.176  121.090 ms ICMP
10  93.186.132.143  146.519 ms ICMP
11  93.186.132.151  144.042 ms ICMP
12  *
13  213.74.240.217  204.372 ms ICMP
14  *
15  *
16  *
17  *
18  *
19  *
20  *
21  94.182.144.138  206.721 ms ICMP
22  94.182.146.249  204.262 ms [SYN-ACK]
tcp-traceroute from 192.168.100.4 to 66.6.33.21
 1  192.168.100.1  0.933 ms ICMP
 2  202.163.124.100  2.858 ms ICMP
 3  *
 4  202.163.124.57  2.593 ms ICMP
 5  116.71.134.65  2.817 ms ICMP
 6  221.120.223.53  4.863 ms ICMP
 7  221.120.254.18  25.546 ms ICMP
 8  202.125.128.134  22.179 ms ICMP
 9  202.125.134.22  153.239 ms ICMP
10  80.249.209.110  152.651 ms ICMP
11  66.196.65.71  155.142 ms ICMP
12  66.196.68.156  160.287 ms ICMP
13  216.115.100.26  228.708 ms ICMP
14  216.115.111.24  244.811 ms ICMP
15  74.6.227.43  239.594 ms ICMP
16  74.6.122.25  238.376 ms ICMP
17  74.6.64.0  238.937 ms ICMP
18  74.6.64.151  243.663 ms ICMP
19  74.6.64.146  241.290 ms ICMP
20  74.6.64.153  238.196 ms ICMP
21  74.6.64.83  236.619 ms ICMP
22  66.6.33.21  236.778 ms [SYN-ACK]
tcp-traceroute from 192.168.100.4 to 144.34.168.233
 1  192.168.100.1  0.971 ms ICMP
 2  202.163.124.100  2.367 ms ICMP
 3  192.168.146.53  7.705 ms ICMP
 4  202.163.124.57  2.900 ms ICMP
 5  116.71.134.65  2.738 ms ICMP
 6  221.120.223.53  6.444 ms ICMP
 7  221.120.254.18  26.088 ms ICMP
 8  202.125.128.163  20.369 ms ICMP
 9  93.186.142.194  122.872 ms ICMP
10  195.22.211.104  166.078 ms ICMP
11  63.222.0.9  168.653 ms ICMP
12  63.223.43.18  306.603 ms ICMP
13  63.218.212.170  305.496 ms ICMP
14  *
15  *
16  144.34.168.233  307.624 ms [SYN-ACK]
tcp-traceroute from 192.168.100.4 to 178.248.237.132
 1  192.168.100.1  0.909 ms ICMP
 2  202.163.124.100  2.322 ms ICMP
 3  *
 4  202.163.124.57  4.104 ms ICMP
 5  116.71.134.65  2.829 ms ICMP
 6  221.120.223.57  3.811 ms ICMP
 7  221.120.254.49  24.626 ms ICMP
 8  202.125.128.134  24.631 ms ICMP
 9  93.186.129.214  121.661 ms ICMP
10  195.22.208.79  148.120 ms ICMP
11  *
12  4.69.158.202  155.720 ms ICMP
13  213.19.193.154  155.071 ms ICMP
14  178.248.237.132  154.496 ms [SYN-ACK]
tcp-traceroute from 192.168.100.4 to 211.13.196.139
 1  192.168.100.1  0.874 ms ICMP
 2  202.163.124.100  4.038 ms ICMP
 3  192.168.146.53  4.659 ms ICMP
 4  202.163.124.57  3.100 ms ICMP
 5  116.71.134.65  2.874 ms ICMP
 6  221.120.223.57  4.456 ms ICMP
 7  221.120.254.49  25.020 ms ICMP
 8  221.120.248.46  21.834 ms ICMP
 9  *
10  4.69.161.66  143.204 ms ICMP
11  4.68.63.82  213.095 ms ICMP
12  129.250.5.39  268.209 ms ICMP
13  129.250.4.133  267.523 ms ICMP
14  129.250.4.24  219.974 ms ICMP
15  129.250.2.26  242.312 ms ICMP
16  129.250.2.18  279.800 ms ICMP
17  *
18  129.250.4.143  266.660 ms ICMP
19  129.250.6.127  262.758 ms ICMP
20  61.120.144.210  264.792 ms ICMP
21  210.155.131.107  261.768 ms ICMP
22  210.155.132.59  263.166 ms ICMP
23  210.155.137.179  276.614 ms ICMP
24  210.155.133.232  265.172 ms ICMP
25  *
26  211.13.196.139  275.552 ms ICMP
tcp-traceroute from 192.168.100.4 to 54.37.25.3
 1  192.168.100.1  0.940 ms ICMP
 2  202.163.124.100  2.791 ms ICMP
 3  192.168.146.53  4.719 ms ICMP
 4  202.163.124.57  2.701 ms ICMP
 5  116.71.134.65  3.001 ms ICMP
 6  221.120.223.57  2.397 ms ICMP
 7  221.120.254.49  27.667 ms ICMP
 8  202.125.128.134  28.313 ms ICMP
 9  93.186.129.214  124.408 ms ICMP
10  195.22.208.117  147.692 ms ICMP
11  91.121.131.62  165.044 ms ICMP
12  91.121.215.194  163.486 ms ICMP
13  94.23.122.137  165.168 ms ICMP
14  213.186.32.212  164.561 ms ICMP
15  *
16  37.187.232.183  162.799 ms ICMP
17  54.37.25.3  163.713 ms [SYN-ACK]
tcp-traceroute from 192.168.100.4 to 117.23.61.103
 1  192.168.100.1  0.955 ms ICMP
 2  202.163.124.100  2.876 ms ICMP
 3  192.168.146.53  6.291 ms ICMP
 4  202.163.124.57  4.088 ms ICMP
 5  116.71.134.65  2.995 ms ICMP
 6  221.120.223.57  6.809 ms ICMP
 7  221.120.254.49  25.332 ms ICMP
 8  221.120.248.6  25.648 ms ICMP
 9  80.239.192.153  129.614 ms ICMP
10  62.115.112.230  146.028 ms ICMP
11  62.115.120.6  145.756 ms ICMP
12  118.85.205.81  148.815 ms ICMP
13  202.97.52.225  297.783 ms ICMP
14  202.97.94.70  289.507 ms ICMP
15  202.97.91.29  298.719 ms ICMP
16  *
17  117.23.0.10  330.340 ms ICMP
18  *
19  *
20  *
21  *
22  *
23  *
24  *
25  *
26  *
27  *
28  *
29  *
30  *
31  *
32  *
tcp-traceroute from 192.168.100.4 to 5.45.112.118
 1  192.168.100.1  0.980 ms ICMP
 2  202.163.124.100  2.240 ms ICMP
 3  192.168.146.53  4.696 ms ICMP
 4  202.163.124.57  2.732 ms ICMP
 5  116.71.134.65  2.874 ms ICMP
 6  221.120.223.57  5.675 ms ICMP
 7  221.120.254.49  22.356 ms ICMP
 8  221.120.248.43  24.396 ms ICMP
 9  93.186.129.214  123.735 ms ICMP
10  195.22.208.117  147.248 ms ICMP
11  *
12  *
13  195.16.162.206  151.042 ms ICMP
14  87.245.233.176  181.995 ms ICMP
15  195.222.7.89  189.939 ms ICMP
16  *
17  5.45.112.118  189.985 ms [SYN-ACK]
tcp-traceroute from 192.168.100.4 to 87.236.16.159
 1  192.168.100.1  0.819 ms ICMP
 2  202.163.124.100  2.346 ms ICMP
 3  *
 4  202.163.124.57  2.843 ms ICMP
 5  116.71.134.65  2.856 ms ICMP
 6  221.120.223.57  5.200 ms ICMP
 7  221.120.254.49  22.906 ms ICMP
 8  221.120.248.43  24.525 ms ICMP
 9  202.125.134.22  154.601 ms ICMP
10  80.249.209.150  155.607 ms ICMP
11  216.66.93.82  163.581 ms ICMP
12  *
13  *
14  80.64.108.145  318.626 ms ICMP
15  87.236.16.159  200.373 ms [SYN-ACK]
tcp-traceroute from 192.168.100.4 to 151.101.66.106
 1  192.168.100.1  0.966 ms ICMP
 2  202.163.124.100  2.398 ms ICMP
 3  192.168.146.53  9.636 ms ICMP
 4  202.163.124.57  109.503 ms ICMP
 5  116.71.134.65  122.423 ms ICMP
 6  221.120.223.53  3.523 ms ICMP
 7  221.120.254.18  24.680 ms ICMP
 8  202.125.128.163  20.184 ms ICMP
 9  195.229.27.217  39.876 ms ICMP
10  195.229.0.89  38.493 ms ICMP
11  195.229.0.160  38.506 ms ICMP
12  195.229.4.245  39.514 ms ICMP
13  151.101.66.106  38.528 ms [SYN-ACK]
tcp-traceroute from 192.168.100.4 to 46.164.137.232
 1  *
 2  202.163.124.100  2.589 ms ICMP
 3  192.168.146.53  53.423 ms ICMP
 4  202.163.124.57  2.591 ms ICMP
 5  116.71.134.65  3.643 ms ICMP
 6  221.120.223.53  3.140 ms ICMP
 7  221.120.254.18  32.943 ms ICMP
 8  202.125.128.134  25.301 ms ICMP
 9  202.125.134.22  155.881 ms ICMP
10  80.249.209.150  156.742 ms ICMP
11  72.52.92.6  162.108 ms ICMP
12  *
13  88.81.245.34  260.081 ms ICMP
14  77.88.200.222  185.809 ms ICMP
15  46.164.137.229  184.479 ms ICMP
16  46.164.137.232  187.287 ms [SYN-ACK]
tcp-traceroute from 192.168.100.4 to 115.28.170.132
 1  192.168.100.1  0.924 ms ICMP
 2  202.163.124.100  2.715 ms ICMP
 3  192.168.146.53  4.549 ms ICMP
 4  202.163.124.57  5.007 ms ICMP
 5  116.71.134.65  2.612 ms ICMP
 6  221.120.223.53  6.222 ms ICMP
 7  221.120.254.18  26.087 ms ICMP
 8  221.120.248.43  19.524 ms ICMP
 9  195.22.197.118  118.868 ms ICMP
10  195.22.211.104  159.377 ms ICMP
11  89.221.34.147  158.819 ms ICMP
12  202.97.95.205  273.568 ms ICMP
13  *
14  202.97.57.146  303.222 ms ICMP
15  202.97.40.78  303.658 ms ICMP
16  *
17  *
18  116.251.113.222  302.377 ms ICMP
19  119.38.215.25  299.927 ms ICMP
20  *
21  115.28.170.132  325.883 ms [SYN-ACK]
tcp-traceroute from 192.168.100.4 to 160.153.137.210
 1  192.168.100.1  0.854 ms ICMP
 2  202.163.124.100  2.532 ms ICMP
 3  *
 4  202.163.124.57  2.807 ms ICMP
 5  116.71.134.65  2.846 ms ICMP
 6  221.120.223.53  4.124 ms ICMP
 7  221.120.254.18  27.222 ms ICMP
 8  221.120.248.43  23.164 ms ICMP
 9  93.186.129.214  124.383 ms ICMP
10  195.22.208.79  151.190 ms ICMP
11  *
12  *
13  213.19.197.62  156.355 ms ICMP
14  188.121.32.9  158.967 ms ICMP
15  188.121.32.27  160.237 ms ICMP
16  *
17  *
18  *
19  *
20  *
21  *
22  160.153.137.210  164.002 ms [SYN-ACK]
tcp-traceroute from 192.168.100.4 to 159.89.31.72
 1  192.168.100.1  0.918 ms ICMP
 2  202.163.124.100  2.294 ms ICMP
 3  *
 4  202.163.124.57  2.565 ms ICMP
 5  116.71.134.65  3.794 ms ICMP
 6  221.120.223.53  6.302 ms ICMP
 7  221.120.254.18  22.491 ms ICMP
 8  202.125.128.163  21.366 ms ICMP
 9  195.22.197.122  118.192 ms ICMP
10  195.22.205.13  145.870 ms ICMP
11  93.186.128.157  219.676 ms ICMP
12  129.250.5.82  219.763 ms ICMP
13  129.250.3.183  213.194 ms ICMP
14  129.250.5.145  213.522 ms ICMP
15  168.143.229.122  152.490 ms ICMP
16  *
17  159.89.31.72  153.825 ms [SYN-ACK]
tcp-traceroute from 192.168.100.4 to 104.28.3.165
 1  192.168.100.1  0.895 ms ICMP
 2  202.163.124.100  2.494 ms ICMP
 3  192.168.146.53  7.208 ms ICMP
 4  202.163.124.57  2.628 ms ICMP
 5  116.71.134.65  2.910 ms ICMP
 6  221.120.223.57  35.911 ms ICMP
 7  221.120.254.49  22.570 ms ICMP
 8  221.120.251.88  20.382 ms ICMP
 9  221.120.200.3  62.291 ms ICMP
10  104.28.3.165  22.088 ms [SYN-ACK]
tcp-traceroute from 192.168.100.4 to 117.136.190.162
 1  192.168.100.1  0.981 ms ICMP
 2  202.163.124.100  2.365 ms ICMP
 3  192.168.146.53  14.156 ms ICMP
 4  202.163.124.57  3.569 ms ICMP
 5  116.71.134.65  2.891 ms ICMP
 6  221.120.223.57  3.811 ms ICMP
 7  221.120.254.49  22.896 ms ICMP
 8  221.120.248.42  22.819 ms ICMP
 9  1.9.241.201  104.580 ms ICMP
10  *
11  27.111.228.221  220.334 ms ICMP
12  223.118.3.33  252.245 ms ICMP
13  *
14  221.183.55.62  255.407 ms ICMP
15  221.176.24.133  255.661 ms ICMP
16  221.176.22.109  249.315 ms ICMP
17  *
18  221.183.54.238  295.549 ms ICMP
19  *
20  *
21  *
22  117.136.190.162  288.640 ms [SYN-ACK]
tcp-traceroute from 192.168.100.4 to 121.207.250.21
 1  192.168.100.1  0.894 ms ICMP
 2  202.163.124.100  2.450 ms ICMP
 3  192.168.146.53  4.711 ms ICMP
 4  202.163.124.57  4.548 ms ICMP
 5  116.71.134.65  3.091 ms ICMP
 6  221.120.223.57  4.871 ms ICMP
 7  221.120.254.49  21.716 ms ICMP
 8  221.120.248.46  23.409 ms ICMP
 9  116.51.26.61  100.136 ms ICMP
10  129.250.7.20  103.255 ms ICMP
11  129.250.4.54  103.088 ms ICMP
12  129.250.2.243  169.443 ms ICMP
13  129.250.2.154  168.743 ms ICMP
14  202.97.94.13  277.656 ms ICMP
15  *
16  202.97.94.133  277.885 ms ICMP
17  *
18  202.97.66.25  280.687 ms ICMP
19  *
20  *
21  121.207.250.21  279.673 ms [SYN-ACK]
tcp-traceroute from 192.168.100.4 to 113.157.198.90
 1  192.168.100.1  3.259 ms ICMP
 2  202.163.124.100  3.061 ms ICMP
 3  *
 4  202.163.124.57  3.107 ms ICMP
 5  116.71.134.65  3.076 ms ICMP
 6  221.120.223.57  5.853 ms ICMP
 7  221.120.254.49  26.092 ms ICMP
 8  221.120.248.3  23.429 ms ICMP
 9  93.186.129.214  121.385 ms ICMP
10  195.22.206.148  302.555 ms ICMP
11  124.215.192.13  301.613 ms ICMP
12  111.87.3.1  305.650 ms ICMP
13  106.187.13.1  293.579 ms ICMP
14  27.85.136.38  303.020 ms ICMP
15  111.87.241.242  300.169 ms ICMP
16  113.157.218.82  305.661 ms ICMP
17  113.157.198.90  314.977 ms ICMP
tcp-traceroute from 192.168.100.4 to 109.120.133.242
 1  192.168.100.1  0.838 ms ICMP
 2  202.163.124.100  2.244 ms ICMP
 3  *
 4  202.163.124.57  3.959 ms ICMP
 5  116.71.134.65  3.258 ms ICMP
 6  221.120.223.53  5.300 ms ICMP
 7  221.120.254.18  23.289 ms ICMP
 8  202.125.128.163  60.802 ms ICMP
 9  202.125.134.22  153.188 ms ICMP
10  80.249.209.150  154.272 ms ICMP
11  216.66.93.82  162.797 ms ICMP
12  *
13  *
14  109.120.133.242  196.004 ms [SYN-ACK]
tcp-traceroute from 192.168.100.4 to 162.159.208.77
 1  192.168.100.1  0.915 ms ICMP
 2  202.163.124.100  2.984 ms ICMP
 3  192.168.146.53  4.909 ms ICMP
 4  202.163.124.57  2.657 ms ICMP
 5  116.71.134.65  2.793 ms ICMP
 6  221.120.223.53  3.271 ms ICMP
 7  221.120.254.18  26.413 ms ICMP
 8  221.120.251.101  24.877 ms ICMP
 9  221.120.200.3  33.954 ms ICMP
10  162.159.208.77  22.256 ms [SYN-ACK]
tcp-traceroute from 192.168.100.4 to 154.211.138.23
 1  192.168.100.1  0.920 ms ICMP
 2  202.163.124.100  2.332 ms ICMP
 3  192.168.146.53  4.466 ms ICMP
 4  202.163.124.57  2.730 ms ICMP
 5  116.71.134.65  2.993 ms ICMP
 6  221.120.223.53  3.361 ms ICMP
 7  221.120.254.18  25.424 ms ICMP
 8  221.120.248.3  24.049 ms ICMP
 9  195.22.197.118  121.423 ms ICMP
10  195.22.211.104  156.745 ms ICMP
11  63.222.0.9  161.340 ms ICMP
12  63.223.17.126  306.622 ms ICMP
13  63.223.17.126  307.685 ms ICMP
14  *
15  *
16  *
17  58.84.52.49  696.996 ms ICMP
18  154.211.138.23  307.691 ms [SYN-ACK]
tcp-traceroute from 192.168.100.4 to 45.79.182.169
 1  192.168.100.1  1.368 ms ICMP
 2  202.163.124.100  2.781 ms ICMP
 3  *
 4  202.163.124.57  2.843 ms ICMP
 5  116.71.134.65  2.787 ms ICMP
 6  221.120.223.57  6.858 ms ICMP
 7  221.120.254.49  22.896 ms ICMP
 8  221.120.248.43  23.318 ms ICMP
 9  93.186.129.216  120.422 ms ICMP
10  195.22.205.13  142.374 ms ICMP
11  93.186.128.157  215.447 ms ICMP
12  129.250.5.82  297.267 ms ICMP
13  129.250.3.183  211.302 ms ICMP
14  129.250.5.81  220.479 ms ICMP
15  129.250.2.4  302.210 ms ICMP
16  129.250.3.98  295.687 ms ICMP
17  199.245.16.78  224.171 ms ICMP
18  173.255.239.15  227.476 ms ICMP
19  45.79.182.169  227.387 ms [SYN-ACK]
tcp-traceroute from 192.168.100.4 to 194.226.176.101
 1  192.168.100.1  43.435 ms ICMP
 2  202.163.124.100  2.277 ms ICMP
 3  *
 4  202.163.124.57  2.711 ms ICMP
 5  116.71.134.65  2.779 ms ICMP
 6  221.120.223.53  6.328 ms ICMP
 7  221.120.254.18  106.277 ms ICMP
 8  221.120.248.3  25.061 ms ICMP
 9  93.186.129.214  122.211 ms ICMP
10  195.22.208.73  166.999 ms ICMP
11  195.22.214.27  150.533 ms ICMP
12  213.59.211.255  190.176 ms ICMP
13  *
14  *
15  10.0.9.165  202.139 ms ICMP
16  10.0.9.1  201.768 ms ICMP
17  185.129.101.109  207.822 ms ICMP
18  31.44.85.178  200.807 ms ICMP
19  194.226.176.101  201.922 ms [SYN-ACK]
tcp-traceroute from 192.168.100.4 to 104.25.59.108
 1  192.168.100.1  0.874 ms ICMP
 2  202.163.124.100  3.574 ms ICMP
 3  *
